0.0005	2.47
0.0015	3.62
0.0025	4.66
0.0035	6.89
0.0045	21.38
0.0055	12.34
0.0065	8.95
0.0075	9.98
0.0085	9.15
0.0095	9.8
0.0105	11.69
0.0115	9.28
0.0125	9.1
0.0135	7.69
0.0145	7.01
0.0155	6.6
0.0165	6.21
0.0175	3.94
0.0185	4.07
0.0195	4.37
0.0205	7.93
0.0215	12.2
0.0225	4.56
0.0235	7.42
0.0245	7.9
0.0255	6.12
0.0265	7.21
0.0275	6.19
0.0285	8.33
0.0295	8.93
0.0305	7.3
0.0315	8.94
0.0325	9.09
0.0335	10.35
0.0345	12.94
0.0355	11.74
0.0365	6.67
0.0375	4.81
0.0385	5.45
0.0395	5.9
0.0405	6.11
0.0415	7.01
0.0425	6.4
0.0435	7.86
0.0445	9.27
0.0455	8.6
0.0465	7.27
0.0475	8.98
0.0485	11.58
0.0495	11.07
0.0505	10.08
0.0515	7.23
0.0525	5.24
0.0535	5.25
0.0545	5.07
0.0555	5.18
0.0565	6.04
0.0575	6.53
0.0585	7.11
0.0595	6.48
0.0605	6.95
0.0615	6.26
0.0625	6.33
0.0635	5.94
0.0645	5.93
0.0655	5.57
0.0665	5.28
0.0675	6.09
0.0685	6.58
0.0695	6.47
0.0705	6.72
0.0715	6.68
0.0725	5.44
0.0735	5.19
0.0745	4.7
0.0755	6.42
0.0765	5.77
0.0775	6.49
0.0785	5.78
0.0795	5.42
0.0805	5.96
0.0815	5.29
0.0825	5.84
0.0835	4.56
0.0845	4.73
0.0855	4.81
0.0865	5.67
0.0875	5.86
0.0885	6.04
0.0895	5.63
0.0905	5.7
0.0915	5.32
0.0925	5.38
0.0935	5.11
0.0945	5.05
0.0955	4.84
0.0965	5.05
0.0975	5.46
0.0985	4.49
0.0995	4.31
0.1005	4.1
0.1015	3.79
0.1025	4.35
0.1035	4.12
0.1045	3.99
0.1055	4.07
0.1065	3.6
0.1075	3.05
0.1085	3.34
0.1095	3.27
0.1105	3.23
0.1115	3.59
0.1125	3.52
0.1135	3.62
0.1145	3.72
0.1155	3.52
0.1165	3.18
0.1175	3.42
0.1185	2.54
0.1195	2.8
0.1205	2.49
0.1215	2.68
0.1225	2.67
0.1235	2.59
0.1245	2.36
0.1255	2.48
0.1265	2.14
0.1275	2.08
0.1285	1.84
0.1295	2.19
0.1305	2.13
0.1315	1.85
0.1325	1.72
0.1335	1.25
0.1345	1.44
0.1355	1.59
0.1365	1.35
0.1375	1.26
0.1385	0.93
0.1395	1.1
0.1405	0.77
0.1415	0.88
0.1425	0.66
0.1435	0.63
0.1445	0.43
0.1455	0.49
0.1465	0.31
0.1475	0.23
0.1485	0.14
0.1495	0.02
0.1505	0
0.1515	0
0.1525	0
0.1535	0
0.1545	0
0.1555	0
0.1565	0
0.1575	0
0.1585	0
0.1595	0
0.1605	0
0.1615	0
0.1625	0
0.1635	0
0.1645	0
0.1655	0
0.1665	0
0.1675	0
0.1685	0
0.1695	0
0.1705	0
0.1715	0
0.1725	0
0.1735	0
0.1745	0
0.1755	0
0.1765	0
0.1775	0
0.1785	0
0.1795	0
0.1805	0
0.1815	0
0.1825	0
0.1835	0
0.1845	0
0.1855	0
0.1865	0
0.1875	0
0.1885	0
0.1895	0
0.1905	0
0.1915	0
0.1925	0
0.1935	0
0.1945	0
0.1955	0
0.1965	0
0.1975	0
0.1985	0
0.1995	0
